title,code,type,last update of data,last table structure change,data start,data end,start_year,start_period,end_year,end_period,domain
Gross weight of goods transported to/from main ports - Estonia - quarterly data,MAR_GO_QM_EE,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,2002-Q1,2024-Q3,2002.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - Greece - quarterly data,MAR_GO_QM_EL,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - Spain - quarterly data,MAR_GO_QM_ES,dataset,2025-04-09 21:00:00+00:00,2025-04-09 21:00:00+00:00,2000-Q1,2024-Q4,2000.0,Q1,2024.0,Q4,MAR
Gross weight of goods transported to/from main ports - Finland - quarterly data,MAR_GO_QM_FI,dataset,2025-02-19 22:00:00+00:00,2025-02-19 22:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - France - quarterly data,MAR_GO_QM_FR,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,1998-Q1,2024-Q3,1998.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - Croatia - quarterly data,MAR_GO_QM_HR,dataset,2025-02-19 22:00:00+00:00,2025-02-19 22:00:00+00:00,2005-Q1,2024-Q4,2005.0,Q1,2024.0,Q4,MAR
Gross weight of goods transported to/from main ports - Ireland - quarterly data,MAR_GO_QM_IE,dataset,2025-02-20 22:00:00+00:00,2025-02-20 22:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - Italy - quarterly data,MAR_GO_QM_IT,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - Lithuania - quarterly data,MAR_GO_QM_LT,dataset,2025-02-11 22:00:00+00:00,2025-02-11 22:00:00+00:00,2004-Q1,2024-Q3,2004.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - Latvia - quarterly data,MAR_GO_QM_LV,dataset,2025-03-26 22:00:00+00:00,2025-03-26 22:00:00+00:00,2002-Q1,2024-Q4,2002.0,Q1,2024.0,Q4,MAR
Gross weight of goods transported to/from main ports - Malta - quarterly data,MAR_GO_QM_MT,dataset,2025-02-19 22:00:00+00:00,2025-02-19 22:00:00+00:00,2003-Q1,2024-Q3,2003.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - Netherlands - quarterly data,MAR_GO_QM_NL,dataset,2025-02-03 10:00:00+00:00,2025-02-03 10:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - Norway - quarterly data,MAR_GO_QM_NO,dataset,2025-03-20 22:00:00+00:00,2025-03-20 22:00:00+00:00,2002-Q1,2024-Q4,2002.0,Q1,2024.0,Q4,MAR
Gross weight of goods transported to/from main ports - Portugal - quarterly data,MAR_GO_QM_PT,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - Romania - quarterly data,MAR_GO_QM_RO,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,2002-Q1,2024-Q3,2002.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - Sweden - quarterly data,MAR_GO_QM_SE,dataset,2025-03-11 10:00:00+00:00,2025-03-11 10:00:00+00:00,1997-Q1,2024-Q4,1997.0,Q1,2024.0,Q4,MAR
Gross weight of goods transported to/from main ports - Slovenia - quarterly data,MAR_GO_QM_SI,dataset,2025-02-14 22:00:00+00:00,2025-02-14 22:00:00+00:00,2002-Q1,2024-Q3,2002.0,Q1,2024.0,Q3,MAR
Gross weight of goods transported to/from main ports - Türkiye - quarterly data,MAR_GO_QM_TR,dataset,2025-04-29 21:00:00+00:00,2025-04-29 21:00:00+00:00,2008-Q1,2024-Q4,2008.0,Q1,2024.0,Q4,MAR
Gross weight of goods transported to/from main ports - United Kingdom - quarterly data,MAR_GO_QM_UK,dataset,2020-12-18 22:00:00+00:00,2023-11-22 10:00:00+00:00,2000-Q1,2020-Q2,2000.0,Q1,2020.0,Q2,MAR
Country level - gross weight of goods handled in all ports,MAR_MG_AA_CWH,dataset,2024-11-25 22:00:00+00:00,2024-11-25 22:00:00+00:00,1997,2023,1997.0,,2023.0,,MAR
"Country level - gross weight of goods handled in all ports, by direction",MAR_MG_AA_CWHD,dataset,2024-11-25 22:00:00+00:00,2024-11-25 22:00:00+00:00,1997,2023,1997.0,,2023.0,,MAR
Gross weight of goods handled in the top 20 EU ports by direction,MAR_MG_AA_PWHD,dataset,2024-11-25 22:00:00+00:00,2024-11-25 22:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
"Country level - volume (in TEUs) of containers handled in main ports, by loading status",MAR_MG_AM_CVH,dataset,2024-11-25 22:00:00+00:00,2024-11-25 22:00:00+00:00,1997,2023,1997.0,,2023.0,,MAR
"Country level - gross weight of goods handled in main ports, by type of cargo",MAR_MG_AM_CWHC,dataset,2024-11-25 22:00:00+00:00,2024-11-25 22:00:00+00:00,1997,2023,1997.0,,2023.0,,MAR
"Country level - Gross weight of goods handled in main ports, by type of goods",MAR_MG_AM_CWHG,dataset,2024-11-25 22:00:00+00:00,2024-11-25 22:00:00+00:00,2008,2023,2008.0,,2023.0,,MAR
Country level - gross weight of goods transported to/from main ports,MAR_MG_AM_CWT,dataset,2024-11-25 22:00:00+00:00,2024-11-25 22:00:00+00:00,1997,2023,1997.0,,2023.0,,MAR
"Country level - gross weight of goods transported to/from main ports, by type of traffic",MAR_MG_AM_CWTT,dataset,2024-11-25 22:00:00+00:00,2024-11-25 22:00:00+00:00,1997,2023,1997.0,,2023.0,,MAR
Volume of containers handled in the top 20 EU main ports by loading status,MAR_MG_AM_PVH,dataset,2024-11-25 22:00:00+00:00,2024-11-25 22:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
Gross weight of goods handled in the top 20 EU main ports by type of cargo,MAR_MG_AM_PWHC,dataset,2024-11-25 22:00:00+00:00,2024-11-25 22:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
Country level - passengers embarked and disembarked in all ports,MAR_MP_AA_CPH,dataset,2024-12-06 22:00:00+00:00,2024-12-06 22:00:00+00:00,1997,2023,1997.0,,2023.0,,MAR
"Country level - passengers embarked and disembarked in all ports, by direction",MAR_MP_AA_CPHD,dataset,2024-12-06 22:00:00+00:00,2024-12-06 22:00:00+00:00,1997,2023,1997.0,,2023.0,,MAR
Passengers embarked and disembarked in the top 20 EU ports,MAR_MP_AA_PPHD,dataset,2024-12-06 22:00:00+00:00,2024-12-06 22:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
Passengers (excluding cruise passengers) transported from/to the main ports,MAR_MP_AM_CFT,dataset,2024-12-06 22:00:00+00:00,2024-12-06 22:00:00+00:00,2004,2023,2004.0,,2023.0,,MAR
Passengers (excluding cruise passengers) transported from/to the main ports by transport coverage,MAR_MP_AM_CFTT,dataset,2024-12-06 22:00:00+00:00,2024-12-06 22:00:00+00:00,2004,2023,2004.0,,2023.0,,MAR
Vessels arriving in the main ports by type of vessels - annual data,MAR_MT_AM_CSVI,dataset,2025-01-28 10:00:00+00:00,2025-01-27 22:00:00+00:00,1997,2023,1997.0,,2023.0,,MAR
Passengers embarked and disembarked in all ports by direction - annual data,MAR_PA_AA,dataset,2025-04-15 09:00:00+00:00,2025-04-15 09:00:00+00:00,1997,2024,1997.0,,2024.0,,MAR
Passengers (excluding cruise passengers) transported from/to the main ports by direction and transport coverage - quarterly data,MAR_PA_QM,dataset,2025-04-29 21:00:00+00:00,2025-04-15 09:00:00+00:00,1997-Q1,2024-Q4,1997.0,Q1,2024.0,Q4,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Belgium - quarterly data,MAR_PA_QM_BE,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Germany - quarterly data,MAR_PA_QM_DE,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,2000-Q1,2024-Q3,2000.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Denmark - quarterly data,MAR_PA_QM_DK,dataset,2025-02-26 22:00:00+00:00,2025-02-26 22:00:00+00:00,1997-Q1,2024-Q4,1997.0,Q1,2024.0,Q4,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Estonia - quarterly data,MAR_PA_QM_EE,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,2002-Q1,2024-Q3,2002.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Greece - quarterly data,MAR_PA_QM_EL,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Spain - quarterly data,MAR_PA_QM_ES,dataset,2025-04-09 21:00:00+00:00,2025-04-09 21:00:00+00:00,2000-Q1,2024-Q4,2000.0,Q1,2024.0,Q4,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Finland - quarterly data,MAR_PA_QM_FI,dataset,2025-02-19 22:00:00+00:00,2025-02-19 22:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - France - quarterly data,MAR_PA_QM_FR,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,1998-Q1,2024-Q3,1998.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Croatia - quarterly data,MAR_PA_QM_HR,dataset,2025-02-19 22:00:00+00:00,2025-02-19 22:00:00+00:00,2005-Q1,2024-Q4,2005.0,Q1,2024.0,Q4,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Ireland - quarterly data,MAR_PA_QM_IE,dataset,2024-11-28 22:00:00+00:00,2024-11-28 22:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Italy - quarterly data,MAR_PA_QM_IT,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Lithuania - quarterly data,MAR_PA_QM_LT,dataset,2025-02-11 22:00:00+00:00,2025-02-11 22:00:00+00:00,2004-Q1,2024-Q3,2004.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Latvia- quarterly data,MAR_PA_QM_LV,dataset,2025-03-26 22:00:00+00:00,2025-03-26 22:00:00+00:00,2001-Q1,2024-Q4,2001.0,Q1,2024.0,Q4,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Malta - quarterly data,MAR_PA_QM_MT,dataset,2025-02-19 22:00:00+00:00,2025-02-19 22:00:00+00:00,2003-Q1,2024-Q3,2003.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Netherlands - quarterly data,MAR_PA_QM_NL,dataset,2025-02-03 10:00:00+00:00,2025-02-03 10:00:00+00:00,1997-Q1,2024-Q3,1997.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Norway - quarterly data,MAR_PA_QM_NO,dataset,2025-03-20 22:00:00+00:00,2025-03-20 22:00:00+00:00,2002-Q1,2024-Q4,2002.0,Q1,2024.0,Q4,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Poland - quarterly data,MAR_PA_QM_PL,dataset,2025-02-26 22:00:00+00:00,2025-02-26 22:00:00+00:00,2004-Q1,2024-Q3,2004.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Portugal - quarterly data,MAR_PA_QM_PT,dataset,2025-03-13 10:00:00+00:00,2025-03-13 10:00:00+00:00,2000-Q1,2024-Q3,2000.0,Q1,2024.0,Q3,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Sweden - quarterly data,MAR_PA_QM_SE,dataset,2025-04-15 09:00:00+00:00,2025-04-15 09:00:00+00:00,1997-Q1,2023-Q4,1997.0,Q1,2023.0,Q4,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - Türkiye - quarterly data,MAR_PA_QM_TR,dataset,2025-04-29 21:00:00+00:00,2025-04-29 21:00:00+00:00,2008-Q1,2024-Q4,2008.0,Q1,2024.0,Q4,MAR
Passengers (excluding cruise passengers) transported from/to the main ports - United Kingdom - quarterly data,MAR_PA_QM_UK,dataset,2010-02-27 10:00:00+00:00,2023-11-22 10:00:00+00:00,1997-Q1,2020-Q2,1997.0,Q1,2020.0,Q2,MAR
Country level - gross weight of goods handled in main ports,MAR_QG_QM_CWH,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
EU level - top 20 extra-EU maritime trade flows by gross weight of goods handled in EU main ports,MAR_QG_QM_EWH,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
"EU level - gross weight of goods handled in main ports, by direction",MAR_QG_QM_EWHD,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
"EU level - gross weight of goods handled in main ports, by various types of partner geographical areas",MAR_QG_QM_EWHG,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
"EU level - gross weight of goods handled in main ports, by type of cargo",MAR_QG_QM_EWHK,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
EU level - top 10 extra-EU partner countries by gross weight of goods handled in EU main ports,MAR_QG_QM_EWHP,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
"EU level - gross weight of goods handled in main ports, by type of traffic",MAR_QG_QM_EWHT,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
Top 5 ports for volume of containers - volume (in TEUs) of containers handled in each port,MAR_QG_QM_PVH,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
Top 5 ports - gross weight of goods handled in each port,MAR_QG_QM_PWH,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
Top 5 ports for dry bulk- gross weight of dry bulk goods handled in each port,MAR_QG_QM_PWHB,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
Top 5 ports for containers - gross weight of goods in containers handled in each port,MAR_QG_QM_PWHC,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
Top 5 ports for liquid bulk - gross weight of liquid bulk goods handled in each port,MAR_QG_QM_PWHL,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
Top 5 ports for other cargo not elsewhere specified - gross weight of goods in other cargo not elsewhere specified handled in each port,MAR_QG_QM_PWHO,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
Top 5 ports for Ro-ro units - gross weight of goods in Ro-Ro units handled in each port,MAR_QG_QM_PWHR,dataset,2025-04-08 21:00:00+00:00,2025-04-08 21:00:00+00:00,2005-Q1,2024-Q3,2005.0,Q1,2024.0,Q3,MAR
"Short sea shipping - country level - volume (in TEUs) of containers transported to/from main ports, by loading status",MAR_SG_AM_CV,dataset,2025-02-24 10:00:00+00:00,2025-02-24 10:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
Short sea shipping - country level - gross weight of goods transported to/from main ports,MAR_SG_AM_CW,dataset,2025-02-24 10:00:00+00:00,2025-02-24 10:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
"Short sea shipping - country level - gross weight of goods transported to/from main ports, by sea region of partner ports",MAR_SG_AM_CWS,dataset,2025-02-24 10:00:00+00:00,2025-02-24 10:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
"Short sea shipping - EU level - gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports",MAR_SG_AM_EWX,dataset,2025-02-24 10:00:00+00:00,2025-02-24 10:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
Gross weight of goods transported in short sea shipping from/to the top 20 EU ports,MAR_SG_AM_PW,dataset,2025-02-24 10:00:00+00:00,2025-02-24 10:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
Gross weight of goods in containers transported in short sea shipping from/to the top 5 EU ports for goods in containers,MAR_SG_AM_PWC,dataset,2025-02-24 10:00:00+00:00,2025-02-24 10:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
Gross weight of liquid bulk goods transported in short sea shipping from/to the top 5 EU ports for liquid bulk goods,MAR_SG_AM_PWL,dataset,2025-02-24 10:00:00+00:00,2025-02-24 10:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
Vessels arriving in the main ports by type and size of vessels - quarterly data,MAR_TF_QM,dataset,2025-04-29 21:00:00+00:00,2025-04-15 09:00:00+00:00,1997-Q1,2024-Q4,1997.0,Q1,2024.0,Q4,MAR
Maritime goods transport performed in the Exclusive Economic Zone (EEZ) of the countries,MAR_TP_GO,dataset,2025-03-07 22:00:00+00:00,2025-03-03 22:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
Maritime passenger transport performed in the Exclusive Economic Zone (EEZ) of the countries,MAR_TP_PA,dataset,2025-03-10 22:00:00+00:00,2025-03-10 22:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
Maritime goods short-sea shipping performed in the Exclusive Economic Zone (EEZ) of the countries,MAR_TP_SSS,dataset,2025-03-07 22:00:00+00:00,2025-03-03 22:00:00+00:00,2005,2023,2005.0,,2023.0,,MAR
Vessels arriving in main EU ports by type of vessels (estimates) - experimental statistics,MAR_V_EST,dataset,2024-06-05 09:00:00+00:00,2024-06-05 09:00:00+00:00,2015-Q1,2019-Q4,2015.0,Q1,2019.0,Q4,MAR
Structural information,MED_AG1,dataset,2020-05-28 21:00:00+00:00,2023-12-21 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
Crop production,MED_AG2,dataset,2020-05-28 21:00:00+00:00,2024-08-28 09:00:00+00:00,2005,2019,2005.0,,2019.0,,MED
Meat (total production),MED_AG31,dataset,2020-05-28 21:00:00+00:00,2024-01-10 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
Annual production and utilisation of milk on the farm,MED_AG32,dataset,2016-08-29 21:00:00+00:00,2024-01-10 22:00:00+00:00,2000,2015,2000.0,,2015.0,,MED
Livestock in number of heads,MED_AG33,dataset,2020-05-28 21:00:00+00:00,2024-01-10 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
Poultry farming,MED_AG34,dataset,2020-05-28 21:00:00+00:00,2024-01-10 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
Annual captures of fish - live weight in tonnes - by fishing areas,MED_AG41,dataset,2020-05-28 21:00:00+00:00,2023-12-21 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
Annual aquaculture production - live weight in tonnes,MED_AG42,dataset,2020-05-28 21:00:00+00:00,2023-12-21 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
Economic accounts for agriculture (EAA),MED_AG50,dataset,2015-12-10 22:00:00+00:00,2024-01-10 22:00:00+00:00,2000,2013,2000.0,,2013.0,,MED
Price indices of agricultural input/output at nominal value (2000 = 100),MED_AG51,dataset,2015-12-10 22:00:00+00:00,2023-12-21 22:00:00+00:00,2000,2013,2000.0,,2013.0,,MED
Air transport infrastructure: airports,MED_AIR1,dataset,2020-05-28 21:00:00+00:00,2024-01-10 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
Air transport infrastructure: length of paved runways,MED_AIR2,dataset,2018-06-28 21:00:00+00:00,2024-01-10 22:00:00+00:00,2005,2016,2005.0,,2016.0,,MED
Air transport equipment: number of aircrafts,MED_AIR3,dataset,2020-05-28 21:00:00+00:00,2024-01-10 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
Air transport traffic: number of aircraft movements,MED_AIR4,dataset,2016-08-29 21:00:00+00:00,2024-01-10 22:00:00+00:00,2000,2015,2000.0,,2015.0,,MED
Air transport traffic: freight and passengers,MED_AIR5,dataset,2020-05-28 21:00:00+00:00,2024-01-10 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
Additional indicators,MED_EC0,dataset,2016-10-28 21:00:00+00:00,2023-12-21 22:00:00+00:00,2000,2015,2000.0,,2015.0,,MED
Gross domestic product,MED_EC1,dataset,2020-05-28 21:00:00+00:00,2023-12-21 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
Final consumption expenditure,MED_EC2,dataset,2020-05-28 21:00:00+00:00,2023-12-21 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
Gross capital formation,MED_EC3,dataset,2020-05-28 21:00:00+00:00,2023-12-21 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
International trade as a share of GDP,MED_EC4,dataset,2020-05-28 21:00:00+00:00,2023-12-21 22:00:00+00:00,2005,2018,2005.0,,2018.0,,MED
